Technology,Management Measure Category,Phase of Project,Stressor,Receptor,Specific Receptor,Interaction,Specific Management Measures,Implications of Measure
Wave,Mitigation,Decommissioning,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Source vessels locally.,Reduce/remove risk of transfer of non-native species.
Tidal,Compliance,Operation & Maintenance,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Compliance with all relevant guidance (including IMO guidelines) regarding ballast water management and transfer of non-native species.,Reduces/removes risk of transfer and settlement of non-native species.
Wave,Mitigation,Installation,Underwater noise,Marine Mammals,Marine Mammals,The potential effects from underwater noise generated during installation/ construction (excluding piling).,"Avoid/limit 'noisy works' within close proximity to sensitive sites i.e. known seal haul outs during sensitive periods, defining appropriate clearance distances where necessary.","This could reduce potential effects on sensitive species during sensitive periods, however may could increase project construction timescales e.g. if continuous drilling time is restricted or specific periods need to be avoided."
Wave,Mitigation,Decommissioning,Vessel collision,Marine Mammals,Cetaceans,Potential for collision with project vessels.,Adhere to minimum approach distances for vessels on approach.,Reduces potential effects and is a relatively low cost measure.
Tidal,Mitigation,Operation & Maintenance,Vessel disturbance,Marine Mammals,Marine Mammals,Potential for disturbance from project vessels.,Reduce speed and maintain steady course when animal is sighted.,Reduces potential effects and is a relatively low cost measure.
Tidal,Mitigation,Operation & Maintenance,Vessel disturbance,Marine Mammals,Seals,Disturbance at seal haul-out sites from project vessels.,Avoid transiting within 500m of known seal haul outs.,Reduces potential effects and is a relatively low cost measure.
Wave,None identified,Operation & Maintenance,Barrier to movement,Reptiles,All receptors,"Potential barrier to movement  due to the physical presence of devices and associated moorings / support structures, cables and electrical equipment.",None identified.,n/a
Tidal,Mitigation,Installation,Changes in sediment dynamics,Reptiles,All receptors,Sediment disturbance disrupting water clarity that results in smothering of fish spawning grounds.,Best practice methodologies to reduce resuspension of sediment during cable burial or device foundation / mooring installation.,n/a
Wave,Mitigation,Installation,Contamination,Reptiles,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Material selection - lubricants, coolants, hydraulic fluids etc. selected with low ecotoxicity levels and biodegradable.","Reduces/removes risk of contamination from materials which may have escaped structure. Although, use of lower toxicity materials may compromise performance, or impact other technical issues (e.g. fluid changes)."
Wave,Mitigation,Decommissioning,Contamination,Reptiles,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Where rock placement is used, ensure clean rock is used.",Reduces/removes risk of contamination from materials.
Tidal,Mitigation,Operation & Maintenance,Contamination,Reptiles,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Wave,Design feature,Operation & Maintenance,Entanglement,Reptiles,Sea turtles,Potential for marine animals to become entangled in device mooring lines and cables.,Maintain taut mooring lines.,"Removes/reduces risk of entanglement, however mooring design is driven by technical and economic consideration. An entanglement record is a good way to track events."
Wave,Monitoring,Operation & Maintenance,Entanglement,Reptiles,Sea turtles,Potential for marine animals to become entangled in device mooring lines and cables.,"Routine inspections of mooring lines.
Implement features into existing control systems to detect entanglement events.",Removes/reduces risk of entanglement and is a low cost monitoring capability.
Wave,Compliance,Installation,Marine Non-Native Species (MNNS),Reptiles,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Compliance with all relevant guidance (including IMO guidelines) regarding ballast water management and transfer of non-native species.,Reduces/removes risk of transfer and settlement of non-native species.
Wave,Mitigation,Decommissioning,Marine Non-Native Species (MNNS),Reptiles,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Establish and implement a Biofouling Management Plan.,Reduces/removes risk of transfer and settlement of non-native species.
Tidal,Mitigation,Operation & Maintenance,Marine Non-Native Species (MNNS),Reptiles,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduces/removes risk of transfer and settlement of non-native species.
